1108939,2068541,-24.212738628679404
1108939,6707713,-24.320276381161296
1108939,3130232,-24.389037719042538
1108939,8596285,-24.426325736195306
1108939,753531,-24.862112417737716
1108939,6758075,-24.99840583876838
1108939,3647358,-25.248665548505915
1108939,5553584,-25.42430441690786
1108939,7201778,-25.428703043125417
1108939,7152561,-25.530751649551117
1108939,6707716,-25.608583163048678
1108939,8804355,-25.609408321209195
1108939,2764268,-25.63732622391494
1108939,5553585,-25.63787736523831
1108939,2735037,-25.63897934422127
1108939,3259017,-25.64338321674933
1108939,1347694,-25.644483175513198
1108939,3357548,-25.64475810219961
1108939,2430867,-25.64475810219961
1108939,1818494,-25.646681883870517
1108939,4320195,-25.66910434792635
1108939,3899060,-25.687387325089347
1108939,7919347,-25.702536171468495
1108939,1979870,-25.73787560355168
1108939,6707715,-25.74282723458733
1108939,699259,-25.75188405237074
1108939,8661642,-25.829912056707634
1108939,160716,-25.887753772784073
1108939,4390191,-25.889130930355083
1108939,7340851,-25.890507456028494
1108939,7698352,-25.891883350383928
1108939,242056,-25.897912425301474
1108939,7724054,-25.914153859709604
1108939,5163856,-25.91442969641447
1108939,2846462,-25.914705507759702
1108939,2695509,-25.9210421801496
1108939,6529622,-25.92406803773236
1108939,631424,-25.986660183904313
1108939,3150726,-25.996198130565286
1108939,6238857,-26.0640457910758
1108939,2194177,-26.064597236323436
1108939,7491705,-26.071481762935733
1108939,4260848,-26.073681478904323
1108939,4260849,-26.074780732340336
1108939,5807716,-26.075028399904962
1108939,6681205,-26.144457943884795
1108939,4049530,-26.163512925157885
1108939,6564869,-26.216922866412016
1108939,4172981,-26.28088137476073
1108939,3745976,-26.28088137476073
1108939,6871640,-26.280920300346335
1108939,4799672,-26.281747810465593
1108939,8181777,-26.28202359645586
1108939,3506104,-26.282850802343454
1108939,4056029,-26.28753399888679
1108939,893831,-26.29001038167438
1108939,6316872,-26.29083538855464
1108939,532318,-26.29193504492434
1108939,6179026,-26.29349984447211
1108939,2011059,-26.29514993389355
1108939,1842680,-26.29514993389355
1108939,2251472,-26.296799116215535
1108939,7651010,-26.30168705907568
1108939,7000936,-26.303894463176192
1108939,7575369,-26.30444606051169
1108939,6669588,-26.304721821151652
1108939,5203394,-26.305273266399286
1108939,1742847,-26.305548951016277
1108939,7880690,-26.306100244259895
1108939,6950182,-26.306375852895826
1108939,6663340,-26.306375852895826
1108939,4404545,-26.306926994219197
1108939,1851519,-26.425819252760803
1108939,1889170,-26.426369282555626
1108939,8596284,-26.428293593077026
1108939,8172843,-26.467102756579568
1108939,3865302,-26.472330197373967
1108939,610121,-26.47287992480232
1108939,6204916,-26.475572546894885
1108939,7844766,-26.47617617564898
1108939,7844765,-26.476450699807295
1108939,3009955,-26.47699967277191
1108939,2115313,-26.477274121587396
1108939,917895,-26.477274121587396
1108939,8256786,-26.481612356759257
1108939,5291621,-26.55857341748909
